Simpsons Frequency Dictionary

Frequency Dictionary based on OpenSubtitles of all Simpson Episodes (in english).

Rank   Word                           Frequency
3858   arranged                       (58)
3859   towels                         (58)
3860   bart|                          (58)
3861   writer                         (58)
3862   script                         (58)
3863   softly                         (58)
3864   stripes                        (58)
3865   thick                          (58)
3866   portrait                       (58)
3867   buzzes                         (58)
3868   topic                          (58)
3869   couples                        (58)
3870   vicious                        (58)
3871   appetite                       (58)
3872   ken                            (58)
3873   robbery                        (58)
3874   impress                        (58)
3875   ashes                          (58)
3876   experienced                    (58)
3877   orphanage                      (58)
3878   explanation                    (57)
3879   trumpets                       (57)
3880   oughta                         (57)
3881   stab                           (57)
3882   girls'                         (57)
3883   vodka                          (57)
3884   expected                       (57)
3885   groin                          (57)
3886   poke                           (57)
3887   scoop                          (57)
3888   counting                       (57)
3889   squirt                         (57)
3890   homemade                       (57)
3891   pockets                        (57)
3892   principal's                    (57)
3893   sweetest                       (57)
3894   charges                        (57)
3895   require                        (57)
3896   skinny                         (57)
3897   fur                            (57)
3898   bothering                      (57)
3899   marrying                       (57)
3900   virgil                         (57)
3901   hip-hop                        (57)
3902   cracker                        (57)
3903   greater                        (57)
3904   haircut                        (57)
3905   avenue                         (57)
3906   hung                           (57)
3907   husbands                       (57)
3908   braces                         (57)
3909   worms                          (57)
3910   activities                     (57)
3911   embarrass                      (57)
3912   thrown                         (57)
3913   maya                           (57)
3914   fatty                          (57)
3915   desire                         (57)
3916   painful                        (57)
3917   sketch                         (57)
3918   serving                        (57)
3919   arnie                          (57)
3920   closest                        (57)
3921   pm                             (57)
3922   spine                          (57)
3923   trail                          (57)
3924   dictionary                     (56)
3925   bicycle                        (56)
3926   recognize                      (56)
3927   ambulance                      (56)
3928   distance                       (56)
3929   shakes                         (56)
3930   microphone                     (56)
3931   honored                        (56)
3932   sec                            (56)
3933   celebrating                    (56)
3934   shuddering                     (56)
3935   sarah                          (56)
3936   stinking                       (56)
3937   rob                            (56)
3938   joining                        (56)
3939   response                       (56)
3940   versus                         (56)
3941   hog                            (56)
3942   neddie                         (56)
3943   source                         (56)
3944   aisle                          (56)
3945   council                        (56)
3946   caring                         (56)
3947   william                        (56)
3948   eliza                          (56)
3949   creatures                      (56)
3950   baloney                        (56)
3951   particular                     (56)
3952   ralphie                        (56)
3953   mattress                       (56)
3954   papers                         (56)
3955   bonus                          (56)
3956   broadcast                      (56)
3957   taylor                         (56)
3958   else's                         (56)
3959   threat                         (56)
3960   awkward                        (56)
3961   asks                           (56)
3962   refrigerator                   (56)
3963   busted                         (56)
3964   roller                         (56)
3965   stickers                       (56)
3966   yoink                          (56)
3967   na                             (56)
3968   payment                        (56)
3969   bounty                         (56)
3970   waters                         (56)
3971   murderer                       (56)
3972   chill                          (56)
3973   lionel                         (56)
3974   harsh                          (56)
3975   erotic                         (56)
3976   shown                          (56)
3977   dinosaurs                      (56)
3978   eventually                     (56)
3979   flanders'                      (56)
3980   elves                          (56)
3981   prohibition                    (56)
3982   suffer                         (56)
3983   men's                          (56)
3984   urge                           (56)
3985   outstanding                    (56)
3986   ceremony                       (56)
3987   chat                           (56)
3988   pranks                         (55)
3989   deed                           (55)
3990   uhh                            (55)
3991   maze                           (55)
3992   other's                        (55)
3993   waverly                        (55)
3994   shave                          (55)
3995   punks                          (55)
3996   ford                           (55)
3997   chortling                      (55)
3998   she'd                          (55)
3999   mustache                       (55)
4000   walks                          (55)
4001   signal                         (55)
4002   necklace                       (55)
4003   defeat                         (55)
4004   anyhoo                         (55)
4005   sushi                          (55)
4006   frosting                       (55)
4007   tries                          (55)
4008   direction                      (55)
4009   directions                     (55)
4010   homes                          (55)
4011   facts                          (55)
4012   hooked                         (55)
4013   milhouse's                     (55)
4014   stretch                        (55)
4015   trumpeting                     (55)
4016   frightened                     (55)
4017   money's                        (55)
4018   therefore                      (55)
4019   franchise                      (55)
4020   inventor                       (55)
4021   shortcut                       (55)
4022   franklin                       (55)
4023   los                            (55)
4024   upbeat                         (55)
4025   what'll                        (55)
4026   armed                          (55)
4027   reporting                      (55)
4028   exit                           (55)
4029   ducks                          (55)
4030   juliet                         (55)
4031   timmy                          (55)
4032   hulk                           (55)
4033   culture                        (55)
4034   remote                         (55)
4035   ironic                         (55)
4036   inspired                       (55)
4037   herman                         (55)
4038   fatso                          (55)
4039   t-shirts                       (55)
4040   dynamite                       (55)
4041   cooties                        (54)
4042   priceless                      (54)
4043   committee                      (54)
4044   bergstrom                      (54)
4045   commission                     (54)
4046   dive                           (54)
4047   hut                            (54)
4048   donut                          (54)
4049   madam                          (54)
4050   haw                            (54)
4051   smith                          (54)
4052   torture                        (54)
4053   blonde                         (54)
4054   banging                        (54)
4055   younger                        (54)
4056   cave                           (54)
4057   jumping                        (54)
4058   sponge                         (54)
4059   substitute                     (54)
4060   bathing                        (54)
4061   encourage                      (54)
4062   woman's                        (54)
4063   hooting                        (54)
4064   odds                           (54)
4065   popularity                     (54)
4066   twenty                         (54)
4067   nagging                        (54)
4068   occasion                       (54)
4069   cotton                         (54)
4070   haunted                        (54)
4071   mere                           (54)
4072   gabbo                          (54)
4073   gig                            (54)
4074   novel                          (54)
4075   perfume                        (54)
4076   soldier                        (54)
4077   privacy                        (54)
4078   holes                          (54)
4079   off|                           (54)
4080   batman                         (54)
4081   sneaking                       (54)
4082   jelly                          (54)
4083   drum                           (54)
4084   mask                           (54)
4085   voyage                         (54)
4086   hounds                         (54)
4087   procedure                      (54)
4088   barley                         (54)
4089   spill                          (53)
4090   discussion                     (53)
4091   crunching                      (53)
4092   pretzel                        (53)
4093   merchandise                    (53)
4094   improve                        (53)
4095   complex                        (53)
4096   frisbee                        (53)
4097   events                         (53)
4098   drawer                         (53)
4099   dough                          (53)
4100   angelica                       (53)
4101   bold                           (53)
4102   frosty                         (53)
4103   gut                            (53)
4104   previous                       (53)
4105   chuck                          (53)
4106   bites                          (53)
4107   gently                         (53)
4108   poker                          (53)
4109   san                            (53)
4110   becky                          (53)
4111   einstein                       (53)
4112   con                            (53)
4113   gorilla                        (53)
4114   escaped                        (53)
4115   bound                          (53)
4116   ballad                         (53)
4117   freezer                        (53)
4118   heroic                         (53)
4119   extreme                        (53)
4120   ticking                        (53)
4121   gathered                       (53)
4122   yak                            (53)
4123   broadway                       (53)
4124   melody                         (53)
4125   scheme                         (53)
4126   wisdom                         (53)
4127   here|                          (53)
4128   flame                          (53)
4129   permanent                      (53)
4130   era                            (53)
4131   hunk                           (53)
4132   industry                       (53)
4133   workin'                        (53)
4134   cured                          (53)
4135   y'ello                         (53)
4136   blessed                        (53)
4137   bobo                           (53)
4138   freakin'                       (53)
4139   zap                            (53)
4140   producers                      (53)
4141   replacement                    (53)
4142   effort                         (53)
4143   betrayed                       (53)
4144   swings                         (53)
4145   conditioner                    (53)
4146   dealer                         (53)
4147   autograph                      (52)
4148   screeches                      (52)
4149   fooling                        (52)
4150   doggie                         (52)
4151   arthur                         (52)
4152   gore                           (52)
4153   review                         (52)
4154   dan                            (52)
4155   time's                         (52)
4156   pirate                         (52)
4157   tragedy                        (52)
4158   indians                        (52)
4159   buddies                        (52)
4160   jerry                          (52)
4161   dork                           (52)
4162   selected                       (52)
4163   ehh                            (52)
4164   clouds                         (52)
4165   burnsie                        (52)
4166   goliath                        (52)
4167   flush                          (52)
4168   le                             (52)
4169   florida                        (52)
4170   mentioned                      (52)
4171   steam                          (52)
4172   humanity                       (52)
4173   radical                        (52)
4174   jingle                         (52)
4175   flat                           (52)
4176   bands                          (52)
4177   confess                        (52)
4178   volunteer                      (52)
4179   author                         (52)
4180   lover                          (52)
4181   dumped                         (52)
4182   amount                         (52)
4183   whines                         (52)
4184   ankle                          (52)
4185   scientific                     (52)
4186   creating                       (52)
4187   kang                           (52)
4188   martha                         (52)
4189   plates                         (52)
4190   cemetery                       (52)
4191   suggestions                    (52)
4192   cows                           (52)
4193   curious                        (52)
4194   myers                          (52)
4195   base                           (52)
4196   mmm-hmm                        (52)
4197   bodies                         (52)
4198   melon                          (52)
4199   thing's                        (52)
4200   caller                         (52)
4201   dot                            (52)
4202   pete                           (52)
4203   touchdown                      (52)
4204   entered                        (52)
4205   ability                        (52)
4206   swallowing                     (52)
4207   fetch                          (52)
4208   darkness                       (52)
4209   cleaner                        (51)
4210   flushing                       (51)
4211   traveling                      (51)
4212   shy                            (51)
4213   bananas                        (51)
4214   fog                            (51)
4215   demon                          (51)
4216   magnificent                    (51)
4217   launch                         (51)
4218   leak                           (51)
4219   bunk                           (51)
4220   amber                          (51)
4221   literally                      (51)
4222   greedy                         (51)
4223   sloppy                         (51)
4224   plug                           (51)
4225   when's                         (51)
4226   car's                          (51)
4227   eighth                         (51)
4228   sample                         (51)
4229   virgin                         (51)
4230   technology                     (51)
4231   nicer                          (51)
4232   haw-haw                        (51)
4233   interview                      (51)
4234   fears                          (51)
4235   plutonium                      (51)
4236   bitter                         (51)
4237   bend                           (51)
4238   shrieking                      (51)
4239   framed                         (51)
4240   impression                     (51)
4241   settlement                     (51)
4242   ratings                        (51)
4243   promises                       (51)
4244   worn                           (51)
4245   coaster                        (51)
4246   behalf                         (51)
4247   cliff                          (51)
4248   cord                           (51)
4249   presentation                   (51)
4250   pirates                        (51)
4251   officials                      (51)
4252   matlock                        (51)
4253   compete                        (51)
4254   envy                           (51)
4255   naturally                      (51)
4256   tower                          (50)
4257   propose                        (50)
4258   cups                           (50)
4259   marijuana                      (50)
4260   discipline                     (50)
4261   revving                        (50)
4262   raw                            (50)
4263   saint                          (50)
4264   drives                         (50)
4265   mold                           (50)
4266   praying                        (50)
4267   hardest                        (50)
4268   cooler                         (50)
4269   pedal                          (50)
4270   uses                           (50)
4271   christ                         (50)
4272   hah                            (50)
4273   baked                          (50)
4274   senior                         (50)
4275   syndrome                       (50)
4276   result                         (50)
4277   dam                            (50)
4278   ages                           (50)
4279   angle                          (50)
4280   coke                           (50)
4281   baby-sitter                    (50)
4282   allowance                      (50)
4283   comfort                        (50)
4284   floating                       (50)
4285   roman                          (50)
4286   canadian                       (50)
4287   dice                           (50)
4288   stonecutters                   (50)
4289   crackers                       (50)
4290   kennedy                        (50)
4291   clip                           (50)
4292   peaceful                       (50)
4293   sings                          (50)
4294   mailman                        (50)
4295   rip-off                        (50)
4296   barks                          (50)
4297   snitch                         (50)
4298   shout                          (50)
4299   roars                          (50)
4300   quest                          (50)
4301   moleman                        (50)
4302   troubles                       (50)
4303   managed                        (50)
4304   teamwork                       (50)
4305   woo                            (50)
4306   lewis                          (50)
4307   tense                          (50)
4308   dozen                          (50)
4309   determine                      (50)
4310   display                        (50)
4311   whacking                       (50)
4312   sam                            (50)
4313   convinced                      (50)
4314   squishy                        (50)
4315   witches                        (50)
4316   derby                          (50)
4317   bushes                         (50)
4318   jungle                         (50)
4319   terrific                       (50)
4320   classroom                      (50)
4321   rv                             (50)
4322   phones                         (50)
4323   mom|                           (50)
4324   coolest                        (50)
4325   avenge                         (50)
4326   studies                        (50)
4327   v                              (50)
4328   rack                           (50)
4329   diaper                         (50)
4330   wally                          (49)
4331   sissy                          (49)
4332   homeless                       (49)
4333   carried                        (49)
4334   cement                         (49)
4335   vomit                          (49)
4336   life's                         (49)
4337   assignment                     (49)
4338   spice                          (49)
4339   toe                            (49)
4340   nixon                          (49)
4341   oak                            (49)
4342   mothers                        (49)
4343   exhales                        (49)
4344   tsk                            (49)
4345   degree                         (49)
4346   musician                       (49)
4347   judgment                       (49)
4348   explore                        (49)
4349   elected                        (49)
4350   senator                        (49)
4351   india                          (49)
4352   visiting                       (49)
4353   object                         (49)
4354   attacked                       (49)
4355   shakespeare                    (49)
4356   bribe                          (49)
4357   mule                           (49)
4358   lobby                          (49)
4359   goose                          (49)
4360   fed                            (49)
4361   spaceship                      (49)
4362   alert                          (49)
4363   patented                       (49)
4364   zing                           (49)
4365   bases                          (49)
4366   et                             (49)
4367   ordinary                       (49)
4368   walt                           (49)
4369   fred                           (49)
4370   what|                          (49)
4371   thuds                          (49)
4372   shark                          (49)
4373   passing                        (49)
4374   brandine                       (49)
4375   danish                         (49)
4376   cases                          (49)
4377   disappeared                    (49)
4378   gunshots                       (49)
4379   funky                          (49)
4380   souls                          (49)
4381   aliens                         (49)
4382   flew                           (49)
4383   doh                            (49)
4384   profits                        (49)
4385   mostly                         (49)
4386   scale                          (49)
4387   outrageous                     (49)
4388   paste                          (49)
4389   strip                          (49)
4390   slurps                         (49)
4391   president's                    (49)
4392   abuse                          (49)
4393   crimes                         (49)
4394   hid                            (49)
4395   racing                         (49)
4396   fry                            (49)
4397   grammar                        (49)
4398   kidnapping                     (49)
4399   je                             (48)
4400   proper                         (48)
4401   describe                       (48)
4402   poster                         (48)
4403   dumpster                       (48)
4404   developed                      (48)
4405   bench                          (48)
4406   management                     (48)
4407   humble                         (48)
4408   shush                          (48)
4409   effect                         (48)
4410   fascinating                    (48)
4411   understood                     (48)
4412   largest                        (48)
4413   drivers                        (48)
4414   daredevil                      (48)
4415   ruth                           (48)
4416   depressed                      (48)
4417   observe                        (48)
4418   chasing                        (48)
4419   joan                           (48)
4420   luxury                         (48)
4421   reindeer                       (48)
4422   baking                         (48)
4423   teen                           (48)
4424   eliminate                      (48)
4425   piggy                          (48)
4426   overweight                     (48)
4427   gags                           (48)
4428   constant                       (48)
4429   desserts                       (48)
4430   miami                          (48)
4431   extremely                      (48)
4432   pep                            (48)
4433   mock                           (48)
4434   crossed                        (48)
4435   ribs                           (48)
4436   reactor                        (48)
4437   fights                         (48)
4438   uniform                        (48)
4439   fbi                            (48)
4440   stake                          (48)
4441   expert                         (48)
4442   grinding                       (48)
4443   fully                          (48)
4444   shalt                          (48)
4445   positive                       (48)
4446   crow                           (48)
4447   pearls                         (48)
4448   turtle                         (48)
4449   night's                        (48)
4450   thudding                       (48)
4451   sunshine                       (48)
4452   lamp                           (48)
4453   bait                           (48)
4454   combat                         (48)
4455   swell                          (48)
4456   raven                          (48)
4457   hercules                       (48)
4458   boston                         (48)
4459   stare                          (48)
4460   quitting                       (48)
4461   generations                    (48)
4462   oi                             (48)
4463   goorsha                        (48)
4464   atlanta                        (48)
4465   cart                           (48)
4466   whipped                        (48)
4467   mansion                        (48)
4468   mechanical                     (48)
4469   tons                           (48)
4470   grizzlies                      (48)
4471   species                        (48)
4472   ingredient                     (47)
4473   snickering                     (47)
4474   directly                       (47)
4475   scraping                       (47)
4476   cocks                          (47)
4477   nebraska                       (47)
4478   jenny                          (47)
4479   spoil                          (47)
4480   imaginary                      (47)
4481   bartholomew                    (47)
4482   wolfcastle                     (47)
4483   catching                       (47)
4484   spaghetti                      (47)
4485   invisible                      (47)
4486   leprechaun                     (47)
4487   homerj                         (47)
4488   belts                          (47)
4489   sprinkle                       (47)
4490   octopus                        (47)
4491   protection                     (47)
4492   rug                            (47)
4493   barney's                       (47)
4494   baboon                         (47)
4495   squawks                        (47)
4496   recording                      (47)
4497   dawn                           (47)
4498   hippo                          (47)
4499   permit                         (47)
4500   hike                           (47)
4501   corporate                      (47)
4502   uniforms                       (47)
4503   dismissed                      (47)
4504   sane                           (47)
4505   teresa                         (47)
4506   medium                         (47)
4507   causing                        (47)
4508   smiles                         (47)
4509   equals                         (47)
4510   upside                         (47)
4511   agnes                          (47)
4512   pointless                      (47)
4513   whisper                        (47)
4514   weakness                       (47)
4515   candle                         (47)
4516   sleeps                         (47)
4517   popping                        (47)
4518   hopes                          (47)
4519   advance                        (47)
4520   mascot                         (47)
4521   patrol                         (47)
4522   answered                       (47)
4523   sharks                         (47)
4524   tummy                          (47)
4525   joey                           (47)
4526   weakly                         (47)
4527   shampoo                        (47)
4528   controversial                  (47)
4529   yuck                           (47)
4530   attached                       (47)
4531   tonic                          (47)
4532   twenty-five                    (47)
4533   utility                        (47)
4534   ovenfresh                      (47)
4535   ok                             (47)
4536   lf                             (47)
4537   institute                      (47)
4538   dreaming                       (46)
4539   eternity                       (46)
4540   ripped                         (46)
4541   static                         (46)
4542   moustache                      (46)
4543   honk                           (46)
4544   cram                           (46)
4545   units                          (46)
4546   tuna                           (46)
4547   violin                         (46)
4548   coffin                         (46)
4549   right|                         (46)
4550   self-esteem                    (46)
4551   pipes                          (46)
4552   carrot                         (46)
4553   recently                       (46)
4554   pepper                         (46)
4555   messages                       (46)
4556   wrestling                      (46)
4557   july                           (46)
4558   ungrateful                     (46)
4559   hippies                        (46)
4560   yeah|                          (46)
4561   relieved                       (46)
4562   starving                       (46)
4563   location                       (46)
4564   requires                       (46)
4565   zombies                        (46)
4566   possum                         (46)
4567   marching                       (46)
4568   secretary                      (46)
4569   massive                        (46)
4570   jeans                          (46)
4571   orphan                         (46)
4572   laughed                        (46)
4573   legendary                      (46)
4574   coin                           (46)
4575   rank                           (46)
4576   cupcake                        (46)
4577   pets                           (46)
4578   jolly                          (46)
4579   exhibit                        (46)
4580   fort                           (46)
4581   bony                           (46)
4582   technical                      (46)
4583   allison                        (46)
4584   ouch                           (46)
4585   client                         (46)
4586   toxic                          (46)
4587   mop                            (46)
4588   cities                         (46)
4589   squares                        (46)
4590   printed                        (46)
4591   dentist                        (46)
4592   drops                          (46)
4593   souvenir                       (46)
4594   correction                     (46)
4595   sermon                         (46)
4596   owned                          (46)
4597   slay                           (46)
4598   furniture                      (46)
4599   policeman                      (46)
4600   lettuce                        (46)
4601   women's                        (46)
4602   pace                           (46)
4603   zinc                           (46)
4604   studying                       (46)
4605   goal                           (46)
4606   goods                          (46)
4607   creation                       (46)
4608   shots                          (45)
4609   struggle                       (45)
4610   target                         (45)
4611   edge                           (45)
4612   balloons                       (45)
4613   kindly                         (45)
4614   dwight                         (45)
4615   hallelujah                     (45)
4616   penalty                        (45)
4617   rumors                         (45)
4618   treats                         (45)
4619   wacky                          (45)
4620   roast                          (45)
4621   highway                        (45)
4622   bugs                           (45)
4623   objection                      (45)
4624   clerk                          (45)
4625   cigars                         (45)
4626   safer                          (45)
4627   elderly                        (45)
4628   worries                        (45)
4629   crashes                        (45)
4630   marge|                         (45)
4631   criminals                      (45)
4632   jewel                          (45)
4633   placed                         (45)
4634   strategy                       (45)
4635   listened                       (45)
4636   minor                          (45)
4637   peas                           (45)
4638   speaks                         (45)
4639   kansas                         (45)
4640   goir                           (45)
4641   lard                           (45)
4642   limbo                          (45)
4643   wizard                         (45)
4644   paw                            (45)
4645   scent                          (45)
4646   poisoning                      (45)
4647   kills                          (45)
4648   dedicate                       (45)
4649   pointy                         (45)
4650   grandma's                      (45)
4651   fountain                       (45)
4652   astronaut                      (45)
4653   roy                            (45)
4654   proceed                        (45)
4655   fuzzy                          (45)
4656   dryer                          (45)
4657   shovel                         (45)
4658   adventures                     (45)
4659   landed                         (45)
4660   batteries                      (45)
4661   grimes                         (45)
4662   idol                           (45)
4663   background                     (45)
4664   yawning                        (45)
4665   horny                          (45)
4666   betting                        (45)
4667   witty                          (45)
4668   no|                            (45)
4669   london                         (45)
4670   strangle                       (45)
4671   envelope                       (45)
4672   restraining                    (45)
4673   powersauce                     (45)
4674   trailer                        (45)
4675   cd                             (45)
4676   jaw                            (45)
4677   symphony                       (45)
4678   coney                          (45)
4679   struck                         (45)
4680   volume                         (45)
4681   boot                           (45)
4682   gain                           (45)
4683   covers                         (45)
4684   farmer                         (45)
4685   jr                             (45)
4686   self                           (45)
4687   whiskey                        (45)
4688   mac                            (45)
4689   you|to                         (45)
4690   suffered                       (45)
4691   goofy                          (45)
4692   brother's                      (45)
4693   hans                           (45)
4694   reverse                        (45)
4695   bah                            (45)
4696   venus                          (44)
4697   arrive                         (44)
4698   sunk                           (44)
4699   genuine                        (44)
4700   voters                         (44)
4701   charming                       (44)
4702   marjorie                       (44)
4703   germans                        (44)
4704   lovers                         (44)
4705   recital                        (44)
4706   bigfoot                        (44)
4707   vent                           (44)
4708   rose                           (44)
4709   ben                            (44)
4710   karma                          (44)
4711   gloria                         (44)
4712   nasty                          (44)
4713   animated                       (44)
4714   snake's                        (44)
4715   strap                          (44)
4716   downstairs                     (44)
4717   zoom                           (44)
4718   tones                          (44)
4719   graffiti                       (44)
4720   entry                          (44)
4721   ty                             (44)
4722   jaws                           (44)
4723   it''                           (44)
4724   focused                        (44)
4725   shocking                       (44)
4726   approve                        (44)
4727   tender                         (44)
4728   melted                         (44)
4729   mutants                        (44)
4730   vs                             (44)
4731   plants                         (44)
4732   pan                            (44)
4733   protest                        (44)
4734   presenting                     (44)
4735   swept                          (44)
4736   alternative                    (44)
4737   morons                         (44)
4738   sadly                          (44)
4739   spinning                       (44)
4740   rolls                          (44)
4741   farts                          (44)
4742   schemes                        (44)
4743   despite                        (44)
4744   occasional                     (44)
4745   spells                         (44)
4746   models                         (44)
4747   tearing                        (44)
4748   chemicals                      (44)
4749   sharing                        (44)
4750   released                       (44)
4751   barrel                         (44)
4752   tab                            (44)
4753   hunter                         (44)
4754   underground                    (44)
4755   cowboy                         (44)
4756   wedded                         (44)
4757   shiny                          (44)
4758   connie                         (44)
4759   hyah                           (44)
4760   emotional                      (44)
4761   willie's                       (44)
4762   aid                            (44)
4763   sticking                       (44)
4764   do|                            (44)
4765   reunion                        (44)
4766   yogurt                         (44)
4767   trusted                        (43)
4768   presence                       (43)
4769   engaged                        (43)
4770   wuss                           (43)
4771   boots                          (43)
4772   assistance                     (43)
4773   wound                          (43)
4774   begging                        (43)
4775   globe                          (43)
4776   anchor                         (43)
4777   include                        (43)
4778   dye                            (43)
4779   resumes                        (43)
4780   tribute                        (43)
4781   precisely                      (43)
4782   stan                           (43)
4783   shady                          (43)
4784   complicated                    (43)
4785   sideburns                      (43)
4786   actors                         (43)
4787   casual                         (43)
4788   lunchtime                      (43)
4789   ease                           (43)
4790   dee                            (43)
4791   salesman                       (43)
4792   bumper                         (43)
4793   100%                           (43)
4794   nobel                          (43)
4795   louie                          (43)
4796   deck                           (43)
4797   witnesses                      (43)
4798   cheek                          (43)
4799   murderous                      (43)
4800   imagined                       (43)
4801   marketing                      (43)
4802   expired                        (43)
4803   catfish                        (43)
4804   objects                        (43)
4805   mush                           (43)
4806   sheriff                        (43)
4807   entertaining                   (43)
4808   prisoner                       (43)
4809   monte                          (43)
4810   tips                           (43)
4811   korean                         (43)
4812   disney                         (43)
4813   constitution                   (43)
4814   capture                        (43)
4815   exclusive                      (43)
4816   teenagers                      (43)
4817   luke                           (43)
4818   motorcycle                     (43)
4819   aim                            (43)
4820   sleigh                         (43)
4821   vietnam                        (43)
4822   images                         (43)
4823   halftime                       (43)
4824   allen                          (43)
4825   guarantee                      (43)
4826   patrick's                      (43)
4827   carpet                         (43)
4828   moist                          (43)
4829   scientist                      (43)
4830   lightning                      (43)
4831   eugene                         (43)
4832   shattering                     (43)
4833   joes                           (43)
4834   dinosaur                       (43)
4835   profit                         (43)
4836   clumsy                         (43)
4837   johnson                        (43)
4838   added                          (43)
4839   attorney                       (43)
4840   refreshing                     (43)
4841   buns                           (43)
4842   sprinkles                      (43)
4843   steamed                        (43)
4844   hmph                           (43)
4845   shocked                        (43)
4846   meaningless                    (42)
4847   shining                        (42)
4848   lunches                        (42)
4849   votes                          (42)
4850   pledge                         (42)
4851   caramel                        (42)
4852   scientists                     (42)
4853   respected                      (42)
4854   michigan                       (42)
4855   exotic                         (42)
4856   conscience                     (42)
4857   scum                           (42)
4858   bulletin                       (42)
4859   typing                         (42)
4860   disgrace                       (42)
4861   snickers                       (42)
4862   oliver                         (42)
4863   offering                       (42)
4864   experiment                     (42)
4865   pine                           (42)
4866   dolly                          (42)
4867   dramatic                       (42)
4868   oui                            (42)
4869   feedback                       (42)
4870   banks                          (42)
4871   terms                          (42)
4872   sends                          (42)
4873   donuts                         (42)
4874   practical                      (42)
4875   limit                          (42)
4876   republican                     (42)
4877   batter                         (42)
4878   wishes                         (42)
4879   throughout                     (42)
4880   claims                         (42)
